
> thowil-mobile@1.0.0 start
> node scripts/serve-web.js

 INFO  Accepting connections at http://0.0.0.0:3000
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146365-21622
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146373-21623
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146373-21624
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146378-21625
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146379-21626
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146380-21627
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146380-21628
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146384-21629
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146385-21630
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146388-21631
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146388-21632
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146391-21633
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146393-21634
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146394-21635
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146396-21636
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146399-21637
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146400-21638
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146403-21640
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146402-21639
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146407-21641
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146408-21642
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146409-21643
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146410-21644
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146415-21645
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146416-21646
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146420-21647
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146421-21648
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146424-21649
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146425-21650
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146431-21651
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146431-21652
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146432-21653
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146433-21654
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146437-21655
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 5 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 6 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146438-21656
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146439-21657
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146447-21658
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146451-21659
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146452-21660
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146454-21661
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146458-21662
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146459-21663
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146459-21664
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146463-21665
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146464-21666
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146472-21667
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146475-21669
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146473-21668
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146478-21670
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146479-21671
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146481-21672
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146483-21673
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146486-21674
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146487-21675
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146489-21676
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146490-21677
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146493-21678
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146494-21679
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146497-21680
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146497-21681
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146501-21682
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146503-21683
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146505-21684
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146507-21685
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146509-21686
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146510-21687
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146511-21688
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146513-21689
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146515-21690
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146516-21691
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146517-21692
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146519-21693
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146523-21694
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146525-21695
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146525-21696
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146528-21697
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146529-21698
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146530-21699
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146533-21700
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146534-21701
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146538-21702
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146538-21703
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146542-21704
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146544-21705
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146544-21706
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146545-21707
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146548-21708
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146549-21709
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146551-21710
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146552-21711
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146559-21712
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146560-21713
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146561-21714
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146563-21715
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146563-21716
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146565-21717
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146568-21718
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146568-21719
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146572-21720
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146573-21721
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146573-21722
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146577-21723
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146579-21724
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146580-21725
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146581-21726
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146582-21727
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146584-21728
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 0 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146586-21729
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146586-21730
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806146589-21731
 HTTP  5/3/2026 4:32:26 PM 127.0.0.1 Returned 200 in 2 ms
